model,seed,test_acc,test_loss,training_time_min,best_val_loss
VGG-16,42,95.08738781294285,0.1505160604000968,28.29353359937668,0.09759287675842643
VGG-16,123,94.42607463391592,0.1300469696357408,27.689433046181996,0.10652176979655291
VGG-16,456,94.94567784600851,0.13568834834458196,32.53653513987859,0.09518861143356737
VGG-16,789,94.85120453471895,0.13456856952432325,38.25128855307897,0.09763548642342143
VGG-16,101112,94.7094945677846,0.1504108603386318,50.60734395186106,0.1041813572485219
