seed,test_acc,test_loss,training_time
42,95.27633443552196,0.12328114102666195,1583.055155992508
123,95.98488427019367,0.1344729753640982,2445.722658634186
456,94.66225791213982,0.14282428903075364,1789.4560008049011
789,95.27633443552196,0.12432222412182735,1546.3702754974365
101112,96.03212092583846,0.13898134460816017,1895.9459283351898
