seed,test_acc,test_loss,training_time
42,94.66225791213982,0.11208206308739525,1982.6970221996307
123,95.4180444024563,0.12263582327536174,2360.9424526691437
456,95.65422768068021,0.14229089447430202,2637.2690069675446
789,94.33160132262635,0.12298319382326943,2461.150480747223
101112,94.75673122342938,0.1274120733141899,2632.7864837646484
