seed,test_acc,test_loss,training_time
42,94.61502125649504,0.11355957805233843,1899.5028326511383
123,95.08738781294285,0.12082846546728238,1391.5630130767822
456,95.74870099196977,0.09210740420602116,1487.9580960273743
