seed,test_acc,test_loss,training_time
42,95.1818611242324,0.13440367047275817,1790.322199344635
123,95.55975436939065,0.1189381874033383,1593.693557024002
456,95.65422768068021,0.12034117536885398,1932.957797050476
789,94.80396787907416,0.14113806081669672,1995.5906915664673
101112,95.08738781294285,0.12627922211374557,1803.397249698639
