seed,test_acc,test_loss,training_time
42,95.60699102503543,0.1218265490776472,4748.558295726776
123,95.13462446858762,0.12714730085428344,30577.370609283447
456,96.03212092583846,0.12512251166391364,15628.428610563278
789,95.1818611242324,0.1452385114160565,4040.734372615814
101112,95.51251771374586,0.12387074294677947,4848.147910356522
