seed,test_acc,test_loss,training_time,model_path
42,95.32357109116674,0.1221698832917301,2677.726302623749,models\crossvitbase_best_seed42.pth
123,95.27633443552196,0.11636849205173991,2865.6992526054382,models\crossvitbase_best_seed123.pth
456,95.4180444024563,0.12597348912180784,3259.8836963176727,models\crossvitbase_best_seed456.pth
789,95.22909777987718,0.1158351846422781,2983.6539347171783,models\crossvitbase_best_seed789.pth
101112,95.04015115729807,0.11604890216361075,2482.5319814682007,models\crossvitbase_best_seed101112.pth
